PC1,PC2
0.7914477557470805,0.12250921113335553
-0.3622713789069017,1.3818129906732866
1.7473030060646244,-0.7340333361661872
0.10382338331541546,1.3265506509668155
0.23810938052954694,1.6382743020061397
1.4734892628384009,0.457696326100718
0.0495338756095689,1.3520304299692263
-0.5266487688927058,-0.2976522930426393
-0.5680653216358653,0.5982689751312257
-0.37119545236130563,1.00433888137288
-1.3229343007421477,-0.5458660401398135
1.5441169826339114,0.5411702142872418
0.15918448874391128,0.8489996604446676
-0.1600276142936681,-1.4492959947233826
-0.7731238883589608,-0.44140884227024546
0.3939659681302426,0.9583556088178414
-0.5883653899729702,1.5459415384472457
-0.5734504117466575,0.644912119210172
-1.4037229408766911,-1.274919049553203
-1.8668796845063627,0.17550679461933744
0.2598054003887536,-0.03009040452369713
-0.08858190775778392,-0.4310055072816055
1.2375125254071753,1.126308637886197
-0.05874304096289987,-0.8812944945351998
1.6592332103286238,-0.5798365870559523
-1.7696828298968763,0.23755289952479142
0.08286541533917124,-0.4864836874247943
-0.5952335867786542,0.9788974618139231
1.7759972636920505,-0.10573326552472306
2.0094112576722516,0.10399902278571774
-1.0243822826561546,-0.39432587920131873
-0.6322357203630797,0.2549521527917859
0.34785938731258553,0.7824383987402928
0.581555407684242,0.08927256671529449
1.1388242238377129,-2.214829586288036
-0.8752450801488185,-1.4075702287111687
0.7654722269754628,1.8730790141475915
0.41797804858891235,1.3560909019545002
-1.3289873517628707,0.14195590656441964
0.9211911943089861,0.7813347989604734
-0.9877821402076037,-0.46287407318016033
0.5267204346022685,-1.3541501616612583
-0.20286155338580805,0.6510031446950897
2.061162718543154,0.872376098149523
0.009329417541150936,0.4146878063530875
-1.842511065122837,0.40811443939260794
-0.9242209755031146,0.500334839615714
0.5388284141857285,-0.021192962353063206
2.6879930724771888,0.793506240578551
-0.3885225194990774,-1.1812623963538835
-0.354735574707326,0.31900263587887295
-1.3844124231828954,0.860603668508005
-1.0667412034426538,1.5355568894963925
0.9664866316304292,0.5161478298364683
-0.894341322377701,-1.181221511215453
0.18188481184451305,1.5062262543676033
1.548918355208608,1.024867864552224
-1.8777744023814593,0.03598165515256501
1.0170142721220972,1.0227235428025097
-0.21146944863353212,0.9723671333736307
0.11078433104898827,-0.13563585688992041
-0.9399690234609666,-1.0712176912495217
0.22677866233202798,1.5277233417969582
0.18507606024917855,0.5003239784023643
-0.34263092673954687,-0.9381965391207322
0.8212407604840388,0.7946798229120031
0.38810927191149985,1.4367632793649299
0.6976524552773604,-0.2867775193771062
0.37168059184845464,1.4383367566442977
1.2127778551387323,0.23256315233759506
-1.6148857175541962,-0.6648267425059717
-0.8198665686615241,0.10869225177711855
0.43197656959277725,1.2801892262139767
0.11114958901946276,1.0814603385467254
-1.2134534208228636,-1.0335507542734754
-0.4525338459208788,-0.9166584327154809
-0.9884253065929167,1.0116820737599999
-0.5206664349164392,0.6631993273842062
0.6877981081566471,2.028811891092002
-1.239688991477811,-0.9834421011597859
0.05026444807632874,-1.0729497528252236
0.35078524346325307,0.3113287986754819
-0.4195570022189235,-0.30126767203829663
0.5267426362568752,-0.38290768584443113
1.3959672235036271,0.8038253328309949
-1.4149941805797832,1.0332865861208063
0.9532988042470796,1.4508536593454695
-1.0048065679229332,0.24146694340210784
-0.1880338423390217,0.634391049488497
0.07724388974846025,-1.2726138600029981
-1.0086357559498935,-0.9410968036559322
0.7414011515511816,1.4722673500286143
0.274007419080448,0.05739367111062831
1.695151147466567,0.2847756736865871
-0.21714150765958268,-1.8018042135257144
-0.7114304672098692,-0.0803836057464935
