tsne-2d-one,tsne-2d-two,CustomerStatus
38.78775,-4.320939,0
-10.946334,-7.205429,0
8.315876,-0.8393596,0
1.4149923,32.375824,0
-26.402828,0.47201973,0
-16.343405,-22.995697,0
22.744858,11.26068,0
17.095581,11.307464,0
-0.25161064,-7.483692,0
-10.04712,18.089315,0
8.674419,-19.762407,0
14.980196,-1.8798922,0
11.376373,8.137129,0
26.464376,15.940037,1
16.671001,-8.299815,0
-6.1574388,-29.366377,0
22.61589,-7.083924,0
7.5359154,3.0904152,0
18.800259,-3.165608,1
-22.177702,14.381314,0
-21.261112,-13.408276,0
24.049967,19.007326,0
-22.359676,11.599748,0
-5.9967637,22.107876,0
-11.71107,-30.20359,0
-22.925552,11.742964,0
-16.476158,12.799436,0
9.553409,-7.8021374,0
5.0914216,-4.48586,0
19.392431,16.192924,0
-29.553183,5.5013633,0
-7.4968586,-28.219746,0
-18.871305,17.62778,0
10.651654,10.015369,0
-2.3959968,16.866905,0
-6.885208,-28.816631,0
3.079832,-25.871813,0
35.828007,-3.9337354,0
-24.174295,-18.2607,0
18.731993,9.297689,0
37.161022,-5.5599127,0
-28.056515,-18.106663,0
34.46211,-9.816312,0
1.2044152,23.222963,0
-16.136265,8.265944,0
2.9671164,28.283762,0
3.975562,4.926496,0
-2.8114243,17.405624,0
-29.93161,2.796066,0
-21.256796,6.2612286,0
23.027534,7.929932,0
-27.119495,-8.482901,0
-22.848326,14.95698,0
-9.20571,20.13151,0
-30.25844,-0.6338767,0
-21.47188,19.226107,0
-19.570744,-12.002274,0
39.481293,0.53099954,0
16.288473,-3.2865338,0
-22.09855,-5.799678,0
-5.832958,-28.106216,1
-7.2661276,21.622034,0
-25.53955,8.544208,0
10.271419,-0.053798284,0
31.720007,0.28777552,0
10.733178,12.846464,0
21.595144,-12.355671,0
-35.52047,-5.9877634,0
21.093067,17.767935,0
2.501559,-8.976542,0
-13.669727,-23.628647,0
35.993298,-10.185881,0
-26.536526,-13.04716,0
-0.744651,23.444893,0
-24.442818,3.5185542,0
11.086055,27.111052,0
-0.5435407,-7.6474447,0
-34.1378,1.5157686,0
35.79391,3.7321332,0
4.2631965,34.764942,0
-12.785104,18.089529,0
29.952797,-7.1348124,0
-22.317183,-19.041023,0
-3.023751,-7.685649,1
-21.164402,19.477947,1
-11.985671,17.568314,0
41.79477,-3.5827703,0
-23.18696,3.4176998,0
-33.326572,5.222475,0
10.72206,-5.4664574,0
-21.674522,-20.66408,0
20.36221,18.66436,0
-0.5358647,-19.073668,0
-24.112204,-2.1743248,1
13.502081,8.550375,0
-27.209553,1.1989089,0
-9.905413,2.5955386,0
-20.5675,-10.191783,0
17.623232,21.791786,0
-26.95345,-17.075335,0
-10.048866,-18.69448,1
36.16415,-6.6774855,0
9.673708,15.2281275,0
15.717,5.0603995,0
14.299845,-8.5291605,0
-1.2009052,-28.096498,0
26.66304,6.4571257,0
-18.960566,-23.621872,0
-0.38763326,27.735806,0
-10.55509,4.9812837,0
-24.033539,-15.849262,0
5.046882,-22.06236,0
6.6275067,6.078851,0
-0.09743372,3.881234,0
19.939066,11.959085,0
39.498974,2.0573287,0
-5.71599,29.744364,0
-19.315413,-14.733318,0
-25.962635,-19.918648,0
-32.15471,-3.2616258,0
10.24965,1.7096527,0
4.4146233,3.4149165,0
